id,mclients,mincome,morders,mclient1,mclient2,mclient3,mPtresclientes,tclients,tincome,torders,tclient1,tclient2,tclient3
395,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
396,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
397,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
398,7,3387.711696,0.1375,78120,87588,521596,0.563872453,7,61465.77779,1.2375,Foo,Bar,Baz
399,12,14166.77519,0.5625,78124,86102,568633,0.558629177,14,166031.8107,2.25,Foo,Bar,Baz
400,33,292930.9005,5.2875,79472,79474,521632,0.274908055,48,17589.59093,0.825,Foo,Bar,Baz
401,41,381093.5797,5.9,68407,78043,585635,0.295326525,16,6411.063207,0.2625,Foo,Bar,Baz
402,27,199645.8185,3.75,77797,77936,77971,0.305132594,19,50236.28648,1.3375,Foo,Bar,Baz
403,0,0,0,,,,0,3,2657.666888,0.0625,Foo,Bar,Baz
404,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
405,0,0,0,,,,0,1,227.990344,0.0125,Foo,Bar,Baz
406,7,9531.255775,0.35,47786,62831,581566,0.822600277,26,81110.61629,1.9375,Foo,Bar,Baz
407,35,337691.4543,6.075,98396,565224,565225,0.234825738,49,39278.27423,1.1375,Foo,Bar,Baz
408,28,249947.1356,4.3875,80430,80553,80582,0.342028305,10,122501.122,0.8875,Foo,Bar,Baz
409,1,550.5329228,0.025,576994,,,1,2,19322.99879,0.3375,Foo,Bar,Baz
410,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
411,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
412,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
413,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
414,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
415,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
416,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
417,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
418,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
419,8,75993.73305,1.7,83114,83251,500216,0.670404383,0,0,0,Foo,Bar,Baz
420,1,8651.853575,0.25,86280,,,1,1,111.175,0.0125,Foo,Bar,Baz
421,17,7110.45763,0.2875,87321,562967,563906,0.314481827,53,397813.0145,6.5125,Foo,Bar,Baz
422,29,31363.7526,0.5625,79836,79874,521595,0.578249809,60,828634.9623,7.2375,Foo,Bar,Baz
423,15,30291.42444,0.7875,54500,57255,79524,0.751480906,21,192858.5472,3.05,Foo,Bar,Baz
424,30,498871.806,5.1375,79581,98495,587633,0.34533681,3,154307.327,0.4375,Foo,Bar,Baz
425,21,200053.8311,3.275,77954,78021,521593,0.417960348,0,0,0,Foo,Bar,Baz
426,1,7494.014267,0.25,46695,,,1,0,0,0,Foo,Bar,Baz
427,0,0,0,,,,0,2,884.7729721,0.025,Foo,Bar,Baz
428,0,0,0,,,,0,1,311.9320791,0.0125,Foo,Bar,Baz
429,4,24852.75483,0.4875,47504,51879,581612,0.923965248,16,18346.24,0.35,Foo,Bar,Baz
430,12,91250.93142,1.25,562821,569878,585861,0.769587467,62,97880.1892,2.6375,Foo,Bar,Baz
431,8,30691.78902,0.5875,58482,577014,597122,0.943478828,51,128843.4382,2.8,Foo,Bar,Baz
432,0,0,0,,,,0,2,247.6202756,0.025,Foo,Bar,Baz
433,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
434,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
435,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
436,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
437,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
438,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
439,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
440,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
441,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
442,100,996727.0129,18.2625,83887,86248,86307,0.152810353,24,6737.325053,0.3375,Foo,Bar,Baz
443,83,546620.1568,8.1125,83485,83559,98531,0.26241878,59,1177739.346,11.9,Foo,Bar,Baz
444,7,5132.358221,0.1625,73984,74231,577605,0.755238371,31,175623.1869,1.8625,Foo,Bar,Baz
445,5,3892.546474,0.075,68916,68991,587592,0.906371233,36,58510.94723,1.425,Foo,Bar,Baz
446,16,8282.880439,0.2625,68635,98274,500120,0.51480615,53,356695.6018,5.175,Foo,Bar,Baz
447,6,40562.41557,1.075,77890,77902,77904,0.612245341,1,659.7927641,0.025,Foo,Bar,Baz
448,6,64731.20074,1.05,51157,54337,581525,0.857690158,3,2774.801277,0.05,Foo,Bar,Baz
449,0,0,0,,,,0,1,1970.983518,0.025,Foo,Bar,Baz
450,7,5215.090336,0.1,85690,98024,522086,0.800616262,15,198724.3815,2.175,Foo,Bar,Baz
451,20,19847.96975,0.5,85600,85814,521653,0.727122517,34,332167.2778,5.575,Foo,Bar,Baz
452,18,15237.50685,0.35,89170,98938,523784,0.464567113,38,396181.5161,4.8125,Foo,Bar,Baz
453,10,26317.10594,0.7625,47696,52734,574472,0.915919337,57,98882.92381,2.3375,Foo,Bar,Baz
454,0,0,0,,,,0,37,76782.25567,1.4,Foo,Bar,Baz
455,4,15841.1492,0.5875,52026,63762,581539,0.973108277,6,20228.41804,0.3,Foo,Bar,Baz
456,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
457,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
458,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
459,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
460,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
461,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
462,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
463,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
464,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
465,2,12071.92197,0.4875,86583,86598,,1,1,143.6881281,0.0125,Foo,Bar,Baz
466,21,10647.98855,0.375,73702,97933,500192,0.471365216,39,418886.5357,6.75,Foo,Bar,Baz
467,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
468,0,0,0,,,,0,14,6083.848509,0.2375,Foo,Bar,Baz
469,1,253.0218023,0.0125,598443,,,1,33,21915.04,0.725,Foo,Bar,Baz
470,1,508.8625,0.025,570433,,,1,1,15788.68505,0.2125,Foo,Bar,Baz
471,11,55039.35614,0.35,56921,89325,605583,0.930251531,28,82910.55772,1.575,Foo,Bar,Baz
472,13,19208.50275,0.6375,52134,57438,98030,0.817307616,15,159571.2867,2.65,Foo,Bar,Baz
473,4,4168.422374,0.0875,82446,500272,569935,0.959495441,14,123335.8672,1.875,Foo,Bar,Baz
474,4,1690.123011,0.05,85794,538960,561592,0.87534931,6,55685.18965,1.075,Foo,Bar,Baz
475,37,60957.35867,0.8625,86756,570860,584325,0.820729762,53,420777.1707,8.4125,Foo,Bar,Baz
476,10,4224.784424,0.1375,50394,86733,564954,0.710039534,67,123073.5958,3.45,Foo,Bar,Baz
477,3,2217.374917,0.1,98981,573031,575908,1,49,96342.18125,2.15,Foo,Bar,Baz
478,6,13497.0496,0.55,46034,60568,586854,0.88707907,26,106904.1745,1.7875,Foo,Bar,Baz
479,1,2570.206565,0.025,606600,,,1,0,0,0,Foo,Bar,Baz
480,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
481,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
482,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
483,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
484,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
485,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
486,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
487,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
488,0,0,0,,,,0,0,0,0,Foo,Bar,Baz
489,23,131553.4452,2.35,89184,89203,500756,0.511115733,25,122894.523,2.3875,Foo,Bar,Baz
490,25,194030.554,2.9875,89350,97967,500217,0.420304116,32,247535.5037,3.7,Foo,Bar,Baz
491,28,16664.56824,0.5375,75842,84908,575313,0.270225059,43,474437.3082,8.2,Foo,Bar,Baz
